entity:ID,entity,:LABEL
00f400be-f23b-9135-9d9e-18e9610b30c5,Peres,MISC
010cdea2-337a-a869-2806-f54aa822d846,Ivor Stanbrook,MISC
010ff5e5-1e47-f153-567c-a172db0bad14,Limpopo,LOC
011510d4-fddd-9d61-d42d-f8499e030be1,Dan Barber,MISC
011a332d-d2f4-2cd5-8b2f-3649af33ffb3,Tom Fazio,MISC
012aec3d-07eb-983d-5461-906300b5086a,Livonia,MISC
0134825c-e3f2-09fd-ce7c-eda152028427,John Macdonald,PER
01388cbb-a4cc-be3a-679d-da45e4dc1c70,Jonathan Haidt,MISC
013a9831-1123-ea73-3cda-c32c97b7158d,Ryan Donowho,MISC
01431e8e-f2ee-7aa1-113f-876b4e22cf78,Ben Karlin,MISC
014b01ef-4bec-2e23-bc95-693af570e8b2,Farrell,MISC
01547ddb-16a7-dddb-fb2c-f2eb3044936b,Alfio,MISC
0172e587-0e5e-2f2d-d1f7-3c2230311108,Esperanza Spalding,MISC
01783a6a-28db-f516-a0fb-edcca088fd55,North Dakota,LOC;MISC
0186516c-2b3c-20e3-9ec2-b07941584d06,Bill Wennington,MISC
0188389f-8356-28fa-732b-63a897d08833,Mark Helias,MISC
019097b0-356b-7e6b-55a9-0ceaa40bbde4,Josh Bard,MISC
0194998d-9a27-2cc9-749b-5d2dd2fa38b6,Tim Weiner,MISC
0198da92-2c4a-be85-d94f-9ee187bcc73d,Douglas McGrath,MISC
01ad3de8-6679-00b2-1cf1-2520585f9702,Taft Broadcasting,MISC
01b1fe4c-7b16-b73c-c124-cc0a90af0eff,Marina Sirtis,MISC
01b4e868-6872-aeb6-290e-2dc5610e7b8b,Marcus Samuelsson,MISC
01baf449-a173-341c-ffd9-d115bc0aa68f,Ibrahim Babangida,PER;MISC
01d72c6d-e04b-02ac-1cee-7e277ae534cf,Paul Feeley,MISC
01dcf75d-cad0-c24a-0f10-71940b9a3d3b,Abengoa,MISC
01e5eae5-412a-7258-b108-421982c42c98,Gabrielle Anwar,MISC
01e8c982-b2da-b54b-ee61-227e179cc074,Steven Roth,MISC
01e91d36-5b04-c781-a9b7-f6b0849b3f17,Alfred Kubin,MISC
01e95fbe-bc7c-e26e-4c16-0e607bb5cd85,Leiden,MISC
01ea98f9-590e-91c2-6990-f9ea9d0b2747,Jalalabad,MISC
01ef57cb-928c-bd9e-1e78-2a97e866731e,Billy Taylor,MISC
01f90117-6d44-cf78-f178-0e9a76b6c93d,Sceaux,MISC
01ff4ae0-cdc0-8344-0ffe-a31e3ba7c5b7,Umbria,LOC;MISC
02009bc0-5328-1bd2-e489-3115a706077a,Anthony Pellicano,MISC
0205f7ea-5d49-b899-dd09-c927322f94a0,Daniel Patterson,MISC
0206bf51-6b34-5541-3cd1-524aa29a8c69,Matthew Senreich,MISC
020e7c6c-60c2-1b98-8903-d342be7ab8bd,Daryl,MISC
0215682e-9ae2-f345-3e4c-9415cb12e533,Darian Barnes,MISC
021c50c0-5f2a-3018-473e-50da32ac35de,James Longley,MISC
02245ba0-1192-0b91-f425-bec34fe3ee04,Michael Bar-Zohar,MISC
022b8076-b2b5-e07b-6f9e-1c47eb769167,Paul K. Charlton,MISC
022d4df8-8a07-0dd1-4524-02df15ac696f,Habsburg,MISC
02300da1-9f12-7f1b-43a7-2557ac3d5751,Tom Shadyac,MISC
02359d48-9acc-30a4-a92a-b4a81ab0c184,Higgins,MISC
024bf8d5-21e7-a0ea-e47a-bdab50d98083,Leila Josefowicz,MISC
0252549c-3d8a-6d73-2661-733d038e251e,Bardolino,LOC
026ce4cd-e2f5-1271-73e5-fd44fe67e236,Syosset,MISC
02778374-0f3b-c821-11bd-eb96298779a3,Alexander Löhr,MISC
02783d85-0cdb-0499-08a8-a791e85a4fd5,Xanadu,MISC
0278f7a5-7786-49af-96bd-03c971dc3ac3,Marvin,MISC
027e2d0a-1d6e-4083-775e-d79318cc7293,Jack LaLanne,MISC
0287da66-d082-b92c-0023-72cb29aa913e,Merriam,MISC
028979fb-f627-217b-3896-0791f64b30f8,Colorado,LOC;MISC
0290ad42-8eb3-63de-2519-18a8da06ffbf,Cecilia,MISC
02b00776-932d-f4a6-d8ec-71eaafaaaabc,Mesa,MISC
02bfe3ed-c01b-c546-921d-e45d7b23b5ec,Mel Lazarus,MISC
02c018dd-3a64-1aeb-1778-0ed0e56d2766,Mike Robertson,MISC
02c27e54-8edc-61f2-652d-f3d0575720d6,Kentwood,MISC
02c5347b-d100-c037-eaa3-82e6a81a3038,Coram,MISC
02c59af3-0f5e-2947-e4fc-ebb878694923,Dylan Thomas,PER;MISC
02c9d703-9603-ecb3-d244-9b93ac15ebef,Jack Russell,MISC
02d57073-a8b9-5d5d-cdf1-1edc08bd7d5a,Vanderbilt,MISC
02dbb9ed-905a-620e-f3c0-e05a9e931673,Villa Hills,LOC
02de2906-ee79-4348-fbf2-75051aef0644,Mark Rothko,MISC
02e44039-552a-08b6-c181-a739ae53cbd8,Gzhel,LOC
02e4d79b-ba5f-0436-994a-bb8998f174af,Hodding Carter,PER
02f4dc74-56fd-3407-2003-10c3d4ee642b,Torrance,MISC
02fa074f-1790-58bf-a7a1-8fb54239e40b,St. Lucie County,LOC
03013238-2b5a-8099-45fc-71ad908a0a57,Pete Rozelle,MISC
033b3b8b-5ba9-4117-e3a2-8a442fc24ad8,Bobby Hurley,MISC
0344d32b-3518-7dfa-f828-3e2ae8a24914,Huntington,LOC;MISC
03486b3c-3230-f3da-6f8c-d8bb407422ab,Jaffna,LOC;MISC
0357b6d6-d80a-3ce4-f87e-d886497a25bd,Mikhail Khodorkovsky,PER
035e322e-c9ea-fd2e-354d-84e64f0a651c,Hoshyar Zebari,MISC
03607a17-0ec0-8863-80c6-9187ea836620,RCA,MISC
0362039c-74ae-b3b5-1ccc-6fd4a8f56609,Mississippi River,MISC
036a4f9f-6618-a9d9-81f0-702a1c1f801b,Carlo Alban,MISC
036ec2ed-ac05-853b-49d2-90ef7f51618a,John McDonald,MISC
037fceaa-77a2-b4af-faa9-b839487b28ef,Faik Konica,PER
0381472f-0e77-7699-5089-4ce4966c09cf,Phillip,MISC
038d3e51-8097-7fb9-9669-c02f93a29982,Social Security Administration,MISC
03916195-5132-391f-2010-984731f3761c,Hooley,MISC
0396a059-08ac-75b9-f058-405592ec5aeb,Hughes Hubbard & Reed,MISC
039e8468-408f-88f7-792e-0eab4fc0c59b,Stanford University,ORG;LOC;MISC
03a528e5-87f7-a42d-11a4-01b2de0d0ca3,New Eden,MISC
03b31920-e2e9-4dc8-74f3-6f4e0f9c5aff,Kathleen Marshall,MISC
03be960c-62fb-7aec-64d3-5696b3e711d3,Xerox,ORG;MISC
03bfdbe5-3d6d-0845-b6df-5df159c0de6b,Anna Politkovskaya,PER;MISC
03cfe330-6e2b-2cd6-3135-3aef56f07df1,Joy,MISC
03d78b81-64e9-2537-3f0e-8f4190440f65,Lewis,MISC
03da10cb-6671-ebeb-682f-25bd10fda7a0,David Duke,PER
03e65684-2bff-1209-e670-64e5e60f494e,News Corporation,ORG;MISC
03e69221-1b38-b96d-8008-4f9e3aebfc38,George Russell,MISC
03f2c1bd-7d53-9555-44ad-1c008870793c,National Hockey League,MISC
03f65f18-0904-6adf-9862-b375cb778eed,Newcastle,MISC
03f660bb-d32f-7226-e0d0-eb125f63f667,Bautista,MISC
03fddd0d-922c-d2bc-40b3-d58edaae177e,Rosario Murillo,MISC
04022d13-5360-a2dc-1b95-5000370d6b99,Kiel,LOC;MISC
0406e01e-31ea-5493-d0db-7ce36c472c1a,Cesar Millan,PER;MISC
0416af52-2da7-db7a-d430-15a7c885da32,Olivier Gendebien,MISC
0424460d-b71e-1f87-b540-6b535b8e568c,Coromandel,MISC
0426e151-0828-6bee-7955-29966a4c47a5,Cross County,MISC
042f1c2c-1380-ec37-ac3a-4fe24930b36d,Austin Ainge,MISC
04303cc3-ed06-39d1-f21d-ffbf4bb08836,Arapaho,MISC
04323503-9084-26fb-34a6-650868cd1dd2,Carla Thomas,MISC
04345289-1c83-a994-321f-0eb55ff2998b,Lenox,LOC;MISC
0434d653-4fcf-6ff2-16d7-2eafdb9b209d,Colden,MISC
04444ea4-c5f8-95a0-b7b0-9921a616fe18,Michael John LaChiusa,MISC
044af4d3-edeb-f870-13f7-3869c9046520,HSBC Bank USA,MISC
04585f35-3235-6756-1f5a-6eb20b6c8269,Hungarian,MISC
045cc8fd-5e91-5ee7-805f-c832681ab7ad,Ipsco,MISC
04695245-ee91-b2d4-1a12-3bc8ca941d79,Joe Johns,MISC
046fcfc9-afba-55c1-636f-b11142255106,Shashi Tharoor,PER
04744966-87dc-e8b5-27a3-0b5535b83c2f,Duque,MISC
047c2143-d651-c4ea-331f-3c0d7dd88c8c,Allison,MISC
0481a3d3-632d-e947-8f46-fd92e7098387,Springfield,MISC
049000a9-ee74-e6a2-6f8c-7ae0142af4b4,Fort Washington,MISC
049575fa-95f9-b8e3-e9cf-4597d7dcc8c7,J. Paul Getty Museum,MISC
0499cae7-2bb4-a8a1-62b0-7f4f39685d9b,Loring McMillen,MISC
049bdd32-1ff1-e06d-c3fd-6621c65de321,Pittsburgh Pirates,MISC
04a64fe2-0099-044f-bffb-3c97408c462f,Alwin Nikolais,MISC
04a885cc-7cee-f9b7-c5a8-875471b1bd44,Palm Harbor,LOC
04abd099-bf96-96c7-f553-57dbd3550817,Julie Menin,MISC
04b1ff2c-3e08-dfd4-fb1b-5545919d6b7f,Barry Goldwater,MISC
04b8cb96-5b6c-fa5d-7aac-0924a125efb7,Confucius,MISC
04c110fe-33f3-2979-4e3d-3d8036c9a60c,Entercom Communications,MISC
04c2d6f3-1416-44a4-e12b-4041c5708615,Aspen,LOC;MISC
04dad300-0c4e-718d-333c-6201b3d6345d,John Gallagher Jr.,MISC
04dd8f3c-be22-e6d8-c4db-2f02c0198d91,Clifford,MISC
04e0a7bf-f156-105f-9899-e6daffbe3c15,South Lake Union,LOC;MISC
04e42259-eae7-c6e9-44af-5e1bd076f73f,Francisco Liriano,MISC
04e74270-3b1a-f00d-6d44-1a90921079a4,San Bruno,MISC
04ec8e7c-f888-39d5-83bd-1bc2e9f199bf,Charlotte Perriand,PER
0500d9d6-e07c-1055-8938-22959f0c533c,Louis Vuitton,ORG;MISC
050476ec-8aad-59ea-355c-1e7ef9d343a3,Weyerhaeuser,MISC
051378aa-d0d9-ff07-91cb-1b9a43bd08bf,Carpinteria,LOC
052089ed-1205-15d4-eee4-2965561972ba,Kentucky,LOC;MISC
05240d95-70f1-9334-f079-f29fa461b2b7,Reid,MISC
052f4bf8-e1a7-8b1e-defd-64de866330cc,Ireland,LOC;MISC
053e8d6b-a51c-d5fd-363d-31b53d572fc9,Drexel Hill,LOC
05401cdb-98ee-19f6-c7db-69fb33a31401,Muhal Richard Abrams,MISC
0546ba52-4e67-5501-0cb6-327bd6601c2e,Destiny,MISC
056052fc-27e4-7493-9162-11e17affe22f,Bill O'Reilly,MISC
0567e542-5249-83f1-a47e-b878d2325ef8,Salman Rushdie,MISC
056b59ec-1f37-4418-1505-19d105e4e359,Cuttino Mobley,MISC
0572a34d-130e-2ec7-9700-4af72e132fe0,Amy Klobuchar,MISC
05745d90-5609-1aff-afde-849996d6b2fb,Loyola,MISC
05745e84-570e-93cd-1fab-3ce23eace186,Emily Watson,MISC
05755f33-418b-5e25-d6bc-9fce39343167,Luke Petitgout,MISC
0576d0e2-4385-57e7-2c66-0f0f44c45001,Ringo Starr,MISC
057b4f56-5bc8-369a-3f08-429e7fa18093,Nathalia Ramos,MISC
057c7cd9-699a-108e-7191-4e05de80b145,Bank,MISC
058347ed-2245-72e8-e17d-5540c60d6493,Todd Harris,MISC
0584fbaf-03e2-1a66-60fd-328289213df2,United States Air Force,MISC
05851bac-c0d5-434f-f67c-b1bca110adf2,Folger Shakespeare Library,MISC
059c669c-7287-8f71-332f-d57e6bc05d8d,Pomfret,MISC
05a04b53-3191-3355-341c-c141146d1937,Norman Mailer,PER;MISC
05a0534b-4963-b5fd-4df8-294a4eb2a0e9,Melanne Verveer,MISC
05a4db52-9300-6993-3688-3f69f2056985,Aztec,MISC
05ad9bee-168b-e42f-9788-1062643e438d,Simon,MISC
05b69ca1-8adb-9380-33f0-8f025a064136,Butch Harmon,MISC
05c18f12-8d5c-2b5d-85e3-f8ed63200936,Brad Grey,PER;MISC
05c4ed57-6c73-5b23-ae94-77af52422afe,Richard Pearson,MISC
05cb5c94-34a7-be18-fa6b-d37aaed0631f,Rush Limbaugh,MISC
05d1ec5e-58fd-b44a-483c-a92d3f07ad28,Mr. John,MISC
05d6ed91-c506-c073-9583-5dd3a496c36c,Tonkin,MISC
05d8244b-dcb0-8da4-edca-081ca583338d,Val McDermid,MISC
05dd92ee-a107-7e0f-8e69-e0aa340987d2,Hoboken,MISC
05de44f4-b506-ef34-3773-764efd055f6d,Richard Branson,PER;MISC
05ded970-de1b-cf7e-2fe6-f66db1e2f4de,Kevin Coughlin,MISC
05dfe289-e957-09b6-0341-6175edb0912e,Blake Lewis,MISC
05edafa6-bdab-3b74-83e7-a98189f39cc0,Catherine,MISC
05f85b6c-3a73-89f0-2931-2932303c33ee,David Card,MISC
060084be-958e-9657-9a47-685d03afbddb,Peggy Lee,MISC
06044ea3-0399-682c-6427-b17752308435,Hitachi,MISC
0610a2a6-bbb5-88d9-0072-1c1bc7667907,Bernard Lagat,MISC
0616c656-8a90-c728-9a5b-30d950b48936,Rochelle,MISC
0618f207-5377-2280-cb6f-c2bdb93f8342,Tyler Florence,MISC
0628a47b-d558-2819-2e85-62000c4d6798,Gibraltar,MISC
062bb51e-3c3e-121d-2e3b-0bb8982c469c,Scott Rudin,MISC
063b0d83-3b6a-3d96-004c-cf5c119b00d8,Dai Fujikura,MISC
063bf7fa-c257-0842-e038-5eff2737e99e,Netvibes,MISC
064a479a-5d86-f93f-1605-49e184250f4d,Bob Gibson,MISC
06504030-92b3-6d99-6e1f-7b20f7dc7522,Oceanside,MISC
065e2291-39a1-ac22-474a-ec45da03253d,Norman Vincent Peale,MISC
06697d62-4de9-4543-4c7e-6bc25e8735d1,Cypress,MISC
066e5817-bd3c-9d86-e0a3-46fcd60da3e7,Nash,MISC
0680ebdd-a0db-3def-f4fa-8a0ba6f4c518,Marcus Trufant,MISC
0683439f-44c8-13bb-d1ed-fb05d222b926,Richard Martin,MISC
0688bdcd-786f-effe-8231-5af5b882ff29,Andy Samberg,MISC
069fbaf9-ba88-363b-c44c-7b2129334c6e,Lorie,MISC
06a5ebf6-d930-e503-7d28-c3bf11804b2a,Russia-Belarus,MISC
06b53e53-0240-fef1-18fd-a5c485329f93,Alice Walker,MISC
06c4678b-7bbc-893b-bbf1-ca9e4800a39e,Dan Ariely,MISC
06d3de69-3129-c81e-42f0-e3ee316d3f52,Mike Piazza,MISC
06d4e491-8908-569b-b124-65eaeadc4569,Mykonos,LOC
06dd1857-3abe-c6de-59e2-368415c9be8b,Diahann Carroll,MISC
06e61525-a19e-4d87-e524-1745b98d424f,Verbier,LOC;MISC
06e824e6-6c1b-22ee-39d5-0c472cba4ba1,Don Cheadle,MISC
0705e971-b937-bb44-dfb9-93883efa612b,Carrie-Anne Moss,MISC
0710baa4-09b5-c22b-6a8c-cc40f089784c,Joel Piñeiro,MISC
07133b4f-df0f-7735-9a99-9a872745de45,Electric,MISC
07141cfe-d8d6-68fd-860e-a6956f7dcbde,Jim Thompson,MISC
0724d92f-c070-8cda-c9be-bacf56d3e03c,George Martin,MISC
0732d7d0-dcf7-c194-8bd5-b2ce0e1266e9,Nancy Kerrigan,MISC
0732fa32-b107-dc31-e55d-8d5cc9b49064,Josh Brolin,MISC
07399c8d-52af-76a4-c9b8-7106300d8f0d,Jean-Bertrand Aristide,MISC
0749ad88-cef6-a126-b78d-154ee9d586b6,Disney Media Networks,MISC
07503c58-e357-9e3d-659d-daa22c9d1301,Bob Jones,MISC
0752f8c6-e2a1-c648-2375-58bceb7c70dc,Lincoln Tunnel,MISC
07536701-ed2d-1bf1-652a-18e2d4006930,Annapurna,MISC
075ac6fc-cfaa-9c88-f1dd-00d6058e7323,Sam Giancana,MISC
076a62f1-0d3e-c109-4c52-a29fb818c7ef,Gavilan College,LOC
076b5e0a-3fc1-74cc-d627-f8194a351f3f,General Re,MISC
077169d6-6387-e451-a4bb-874c09e00631,Wildwood,MISC
07727344-6b31-2a2a-c118-a6e7339c4fb9,Bobby Roth,MISC
07753987-cdcb-ebec-7b7f-b904d9d057f9,John Love,MISC
077668c7-1caa-21bd-583a-350013986115,Greek Orthodox Church,MISC
077830ef-3a48-8b7e-29b7-0fd6eb306c24,David Antin,MISC
077f3819-335b-d7ba-70be-60de33a2fd45,Simpson College,MISC
078c9f1b-27c1-5d38-7280-6c55865eafe4,Michael Bublé,MISC
079d1da7-1dab-edbc-1806-1fc4eb07cd5b,Rebecca Broussard,PER;MISC
079f200a-ae0b-0020-fcf9-03a63fe9819d,Sherry Turkle,PER
07a4685c-2987-67dd-30bf-f55d0c18306c,Patricia C. Dunn,MISC
07a822bc-6337-5a4e-82d1-cf9b29c7756d,George Butterworth,MISC
07aa08c3-f78a-d76d-4abf-803108aefabb,Téa Leoni,MISC
07ae30e6-3163-7781-b754-2d1301b0cc0a,Sedgefield,MISC
07c1e134-aca0-210b-ed3d-d43941994cf2,James Coyne,MISC
07d283df-13e9-04d6-bb69-fdbdc8716a69,Muhtar Kent,MISC
07d8c283-ccac-8b6a-a230-2f2a5f6c17fe,Indigo,MISC
07f2c1af-03af-9e50-aab8-94a0df845129,Chicago Tribune,MISC
07f9858a-e568-8833-2cd5-bab75c0302d2,Basking Ridge,MISC
080031c4-997b-1b4b-7ac7-12ad34dec142,Mario Williams,MISC
080225d2-ccb1-0b23-e7f2-d9a2b6b59054,Dana Perino,MISC
081513af-bbb7-fd05-396b-ed0b910eab32,Weizmann Institute of Science,LOC
081781c8-0cdd-7ccf-aba2-0c9c391eeb56,Berkshire Hathaway,ORG;MISC
0818a09a-537c-db96-dfee-56222e2d7256,Ahern,MISC
082e6210-2054-bb54-53c0-c5995291c560,François Bayrou,PER;MISC
08405eaa-2116-abc0-bec3-fb2e67b4b37e,Ramallah,LOC;MISC
0841d01c-71ca-21f0-f00b-0fb6c441c3e3,Lagos,LOC;MISC
084b2eec-fa28-e35c-56f6-05e4dddebfd0,International Falls,LOC
0850c428-6f94-3d65-8f54-bacebcad193d,Simon & Schuster,MISC
08564aed-d869-a41f-425c-ce4b62ae349c,Dennis Ross,MISC
0858f1cf-8229-cd32-37f6-189cc5c656c2,Hauppauge,MISC
086a6c75-a24c-7ed1-2852-134ff692dc0b,John Cornyn,MISC
086b36b6-80f6-1445-54f6-fd1d631bfa68,Joseph Gordon-Levitt,MISC
086ddf54-0534-8f22-b80d-3aec0cc7ccd4,Melissa Leo,MISC
086f7d99-b141-06eb-87e1-5aa1b1f1b8cd,Mark Halperin,MISC
08740899-9316-42dd-5de4-94f575c734e2,Oakland,LOC;MISC
087444ff-3e04-7596-1768-90e265ade96d,Stephanie Blythe,MISC
08774bfd-b975-9dcb-4712-36fb82aeea75,Peter Hillary,MISC
0888db12-bbba-e2ba-0c40-ae2732c0d8da,Joop van den Ende,PER
0889f326-0977-72ed-9f6f-ab3bcfb309bd,Alexei Yashin,MISC
08947a40-e0a6-0f5f-9840-6d798f623eac,Manhasset,MISC
0894fad4-f6e3-09ad-d273-fe813edf72eb,Ocean Parkway,MISC
089dc671-403c-b85d-9436-2295ae1fd473,Richmond Road,MISC
08a107f3-731c-1617-92a0-aa3d862880b9,Raritan River,MISC
08b03e5e-c943-9a6b-e640-3dbaa6905e86,Fenton Bailey,MISC
08b0d2a9-c43a-5aad-94b5-00b12a78303d,Tracy McGrady,MISC
08b12596-2aa6-9b67-dd66-4b2262535830,Iranian-American,MISC
08b5e2a2-50ec-df12-3702-a85f90df0384,Mount Sinai,MISC
08b5fcd6-060d-4ba6-78ab-ec9e6c40b78c,Astoria,MISC
08bac2f2-3c90-7fff-3434-ba4aa9144d9f,Magenta,LOC
08c23d31-baeb-7c96-2729-b0f00ec5f99f,Jock Hutchison,MISC
08c594ab-457f-9cc5-11df-f1a1ef1a6a1e,Gary Dourdan,MISC
08c84dd7-c4ac-253a-ba6f-636cf7cf838c,Singapore,LOC;MISC
08ccc699-6243-d8a0-a45a-959519222faa,Medford,MISC
08ceca2f-4cc3-d6fd-2216-83bfb68f808c,Selden,LOC;MISC
08d2dfd1-f35c-f61e-334f-ee38c8b15406,High Point,MISC
08de140b-4e41-c71e-439d-6def834fa6f3,Naypyidaw,MISC
08df2e92-56e0-d6a5-2e7e-2ecef4ea1dca,Carly Phillips,MISC
08fbfc1a-e993-5d43-1428-d36c5eef8108,Eric Williams,MISC
092c6bcb-b370-34d1-ebcd-5fa11b48a426,Jean Reno,MISC
093f05b0-bafd-fd3f-de99-523a569e5458,Kelefa Sanneh,MISC
0940a522-433e-ec23-c5b4-156c5fc3626e,Adrian Piper,MISC
094c505d-7bf6-a015-ba5d-1a35125dac2b,Hampstead,MISC
0959df7e-6d65-70a1-897a-7e18049bcb43,Spirit Lake,LOC
096157cf-3bb8-cdcf-8c73-550d65f12f2c,Andrew Raycroft,MISC
0965de2d-a455-80e2-5d3b-374fef90ad6d,John Thornton,MISC
0969695c-bf4a-ba2f-3b0d-8544b596c4ea,Betsy Beers,MISC
096e2f2b-bc3b-c2ef-d34a-361a4cd7c58f,Anthony Gonzalez,MISC
096ffd54-a46e-4712-40fb-286fca85882a,David Rockefeller,MISC
097bd95b-f560-e34a-fb7a-6be34e38edc2,Weiss,MISC
09824b59-4e16-e584-95b8-189c6a249ef3,Palo Alto,LOC;MISC
098db0df-7f87-49c2-1302-809dab9d63e9,Carrboro,MISC
0992368e-fd2c-6a34-e33d-8023a3bf6de1,Tommy Thompson,PER;MISC
09967190-f276-5df6-0fe7-bb804f4e06b6,Jonathan Bornstein,MISC
09a29445-cdca-8a18-4cfc-431f1d208d6d,Salvador Cabañas,MISC
09a4388c-1aee-37b8-5f44-a95b32269efa,William Inge,MISC
09ae5ece-3922-79ab-82d6-a9e8b578e52c,Morton Gould,MISC
09b1b7b3-6a20-336e-4a96-2cda95431306,Hemet,MISC
09b377fa-3a1d-9422-39f8-5223f46a05f7,Ralph Vaughan Williams,MISC
09b70f66-b19e-8559-d395-e2770507c7a9,Calvary Church,MISC
09c73d7b-e67a-0cfb-8c19-c696f53816d9,Gordon Smith,MISC
09c899e8-caad-c6a9-5c11-b7556e3df462,Rowan Williams,MISC
09ceaf35-811a-4758-3b11-958a37553770,St. Olaf College,MISC
09d29074-2422-022b-fcfe-41c2895f60b6,Leeza Gibbons,MISC
09d3ff72-8ef7-e802-bc02-9fa771f84562,Niki,MISC
09da21cf-b4f1-a88c-0bcd-7dec1843e04f,Quadra,MISC
09e325bf-85c0-f74d-e07a-e42a608fbdc0,Alaska,LOC;MISC
09ede792-8dcc-8a52-3ef2-cf1cb2221059,Oshkosh,LOC
09ee8f6c-4e7e-5be6-471f-ac151f769d7c,Suzanne Vega,MISC
09fecaa9-49ac-cf16-3fbd-583f3d632ea0,Jason Campbell,MISC
0a09a771-4c35-4a89-ae5d-f748a709ec46,Lesley University,LOC;MISC
0a1306a4-a437-6fa3-4d38-66d15760d23c,St. Albans School,MISC
0a183da4-7c2c-4a91-acd5-f503b21950cf,Alejandro González Iñárritu,PER;MISC
0a1ead31-0183-1b1b-b323-65c116bd27c8,Dale City,MISC
0a260fd0-e51b-4b5f-c754-fbb64dd610b8,Stephen Jay Gould,MISC
0a2c026b-0fd1-6ad8-9781-f1b00d1b41c8,Anderson Cooper,MISC
0a3ec196-e45c-4d6b-830f-43650b8c1a77,Denzel Washington,MISC
0a44a8ba-15ce-cde7-dd1c-28d59c8eadec,Hunter College,LOC;MISC
0a5d2346-b440-038a-9870-fed0cf42b73a,Manny Ramírez,MISC
0a6f0709-21b0-027b-75a2-b3fabfc3644b,Chris Daughtry,MISC
0a703b57-423a-7e24-b8cf-efe67f37a4ea,Michael Tippett,MISC
0a72a289-0ebb-e2d2-1def-730f482ac14b,Phyllis,MISC
0a8667dd-9ee4-bdbb-1fa2-22c51fa01874,Tarleton,MISC
0a8844dc-743e-6f1c-4c04-b184360330e0,Federated Department Stores,ORG;MISC
0a8ebfcb-7469-1391-632f-7ed8fb566f06,Jesse Peretz,MISC
0a9c3732-2a0d-4f0f-51ce-e607230bca23,Roslyn Harbor,MISC
0aa6bd52-dad3-f7c4-580b-75d86462d055,Saskatchewan,LOC;MISC
0aad5a91-91d4-6f2e-2db0-9f3771c20147,Julius Caesar,MISC
0abd5888-ba86-c29a-174f-f9acd73685a4,Gucci,MISC
